id;country_code;gender;education;random1;random2;random3
2740;DE;Female;None;0,115573453;6;1
2741;DE;Other;Degree;0,541412544;2;1
2742;CO;Male;Degree;0,929139945;2;2
2743;EG;Other;Degree;0,567424586;2;3
2744;NG;Other;None;0,41093126;6;0
2745;EG;Male;None;0,963932074;6;3
2746;MY;Female;Further education;0,015473038;3;4
2747;NG;Male;None;0,902122785;6;0
2748;EG;Male;Primary;0,640928352;5;3
2749;CO;Male;Post-graduate qualifications;0,841682605;1;2
2750;MY;Female;Degree;0,318824678;2;4
2751;EG;Other;None;0,558407347;6;3
2752;CO;Other;Further education;0,510001771;3;2
2753;EG;Female;None;0,252530455;6;3
2754;DE;Other;None;0,580968814;6;1
2755;NG;Female;None;0,054923578;6;0
2756;EG;Other;Primary;0,455913882;5;3
2757;EG;Female;None;0,195882613;6;3
2758;NG;Female;None;0,304327987;6;0
2759;NG;Other;None;0,414218501;6;0
2760;CO;Female;Post-graduate qualifications;0,237978816;1;2
2761;MY;Female;Secondary;0,311265417;4;4
2762;CO;Male;None;0,663479514;6;2
2763;EG;Male;Post-graduate qualifications;0,996086824;1;3
2764;MY;Male;Primary;0,846822286;5;4
2765;CO;Female;Secondary;0,184931654;4;2
2766;MY;Other;None;0,467065221;6;4
2767;NG;Female;None;0,012738067;6;0
2768;EG;Male;None;0,979066534;6;3
2769;EG;Male;Primary;0,859111622;5;3
2770;CO;Female;Secondary;0,20641929;4;2
2771;CO;Male;Secondary;0,871454088;4;2
2772;MY;Male;Primary;0,7866695;5;4
2773;DE;Male;Further education;0,923632109;3;1
2774;CO;Male;Degree;0,980323716;2;2
2775;MY;Female;Degree;0,078613215;2;4
2776;NG;Male;Primary;0,636386322;5;0
2777;DE;Female;Post-graduate qualifications;0,287210059;1;1
2778;DE;Male;Post-graduate qualifications;0,777942488;1;1
2779;MY;Male;Post-graduate qualifications;0,724292971;1;4
2780;MY;Other;Primary;0,517003128;5;4
2781;DE;Other;Degree;0,416724221;2;1
2782;MY;Female;Degree;0,156984223;2;4
2783;EG;Female;Secondary;0,025132233;4;3
2784;EG;Other;Primary;0,413851343;5;3
2785;NG;Other;Secondary;0,561099943;4;0
2786;CO;Female;Post-graduate qualifications;0,006144558;1;2
2787;CO;Female;Post-graduate qualifications;0,271156969;1;2
2788;EG;Female;Primary;0,050308633;5;3
2789;NG;Male;Degree;0,736106469;2;0
2790;EG;Male;Primary;0,798905947;5;3
2791;EG;Male;None;0,754930128;6;3
2792;EG;Female;Further education;0,019662414;3;3
2793;MY;Male;Primary;0,864247813;5;4
2794;MY;Female;Secondary;0,399425544;4;4
2795;NG;Female;None;0,08582386;6;0
2796;CO;Female;Primary;0,346815942;5;2
2797;NG;Other;Post-graduate qualifications;0,58753023;1;0
2798;MY;Male;Primary;0,606789014;5;4
2799;CO;Female;Secondary;0,167572408;4;2
2800;NG;Other;Further education;0,552763486;3;0
2801;CO;Female;None;0,030578965;6;2
2802;DE;Male;Degree;0,702895789;2;1
2803;NG;Other;Primary;0,58050387;5;0
2804;DE;Male;None;0,778117354;6;1
2805;DE;Male;Further education;0,875764394;3;1
2806;NG;Other;Post-graduate qualifications;0,431640337;1;0
2807;MY;Male;Further education;0,828524541;3;4
2808;CO;Male;Secondary;0,915756085;4;2
2809;DE;Female;None;0,326989101;6;1
2810;DE;Other;Degree;0,526791086;2;1
2811;CO;Female;Secondary;0,260732612;4;2
2812;CO;Male;Degree;0,848565372;2;2
2813;DE;Female;Secondary;0,189857417;4;1
2814;EG;Female;Secondary;0,383235149;4;3
2815;MY;Female;Post-graduate qualifications;0,150560512;1;4
2816;EG;Male;Further education;0,890664038;3;3
2817;NG;Female;Primary;0,2119961;5;0
2818;EG;Male;Further education;0,703896213;3;3
2819;CO;Male;Secondary;0,943363214;4;2
2820;EG;Other;None;0,526464828;6;3
2821;MY;Male;Degree;0,726249912;2;4
2822;MY;Male;Primary;0,88044793;5;4
2823;NG;Other;Degree;0,537357756;2;0
2824;EG;Female;Degree;0,03480801;2;3
2825;CO;Male;Further education;0,894319766;3;2
2826;NG;Other;Primary;0,529983919;5;0
2827;MY;Female;Further education;0,141697793;3;4
2828;MY;Other;Post-graduate qualifications;0,436008551;1;4
2829;MY;Other;Degree;0,595480319;2;4
2830;CO;Female;Post-graduate qualifications;0,263430559;1;2
2831;DE;Female;Primary;0,2589027;5;1
2832;EG;Female;Further education;0,332256611;3;3
2833;EG;Female;Degree;0,370260469;2;3
2834;MY;Male;Primary;0,846440649;5;4
2835;EG;Male;Further education;0,892232141;3;3
2836;EG;Female;Primary;0,107634051;5;3
2837;EG;Male;None;0,700284377;6;3
2838;MY;Female;None;0,333993535;6;4
2839;NG;Female;Post-graduate qualifications;0,30607892;1;0
2840;NG;Female;Degree;0,166086727;2;0
2841;MY;Female;Degree;0,129116089;2;4
2842;MY;Other;None;0,41599325;6;4
2843;NG;Male;Degree;0,721050133;2;0
2844;MY;Male;Secondary;0,89894594;4;4
2845;NG;Other;Primary;0,512450214;5;0
2846;NG;Male;Primary;0,931266199;5;0
2847;NG;Female;Post-graduate qualifications;0,156522366;1;0
2848;DE;Male;Degree;0,782765516;2;1
2849;DE;Female;None;0,394875643;6;1
2850;EG;Male;None;0,611268818;6;3
2851;EG;Female;Further education;0,263040105;3;3
2852;EG;Male;Degree;0,911517959;2;3
2853;NG;Other;Post-graduate qualifications;0,598648298;1;0
2854;CO;Male;Secondary;0,647097527;4;2
2855;MY;Male;None;0,779048419;6;4
2856;DE;Male;Primary;0,829977322;5;1
2857;CO;Female;Degree;0,219996073;2;2
2858;EG;Other;Further education;0,52375166;3;3
2859;NG;Female;Secondary;0,380700667;4;0
2860;CO;Female;Secondary;0,115040451;4;2
2861;NG;Female;Further education;0,092818988;3;0
2862;CO;Female;Post-graduate qualifications;0,040273651;1;2
2863;EG;Female;Secondary;0,023897796;4;3
2864;DE;Female;None;0,059206928;6;1
2865;CO;Other;Primary;0,599592282;5;2
2866;CO;Male;Further education;0,93949439;3;2
2867;DE;Female;Post-graduate qualifications;0,123163135;1;1
2868;DE;Male;Degree;0,945807172;2;1
2869;EG;Female;Primary;0,050879045;5;3
2870;EG;Other;Primary;0,564752429;5;3
2871;EG;Male;Primary;0,908974251;5;3
2872;CO;Female;Degree;0,109680307;2;2
2873;CO;Other;Further education;0,523262584;3;2
2874;DE;Female;Post-graduate qualifications;0,150464438;1;1
2875;CO;Male;Secondary;0,871144321;4;2
2876;CO;Male;Primary;0,717771631;5;2
2877;DE;Male;Degree;0,927774227;2;1
2878;EG;Female;Post-graduate qualifications;0,156630599;1;3
2879;EG;Other;Further education;0,405170169;3;3
2880;NG;Female;Post-graduate qualifications;0,321506222;1;0
2881;DE;Male;None;0,7912552;6;1
2882;CO;Other;Further education;0,412504201;3;2
2883;MY;Female;Post-graduate qualifications;0,019641625;1;4
2884;CO;Female;Secondary;0,289624012;4;2
2885;NG;Male;Post-graduate qualifications;0,737663062;1;0
2886;NG;Male;Post-graduate qualifications;0,702034164;1;0
2887;EG;Female;None;0,390428566;6;3
2888;MY;Other;Secondary;0,57543507;4;4
2889;EG;Other;Secondary;0,422846939;4;3
2890;NG;Male;None;0,830449712;6;0
2891;MY;Female;Post-graduate qualifications;0,005823538;1;4
2892;CO;Female;Secondary;0,09839456;4;2
2893;NG;Male;Post-graduate qualifications;0,76423408;1;0
2894;DE;Female;None;0,388382645;6;1
2895;DE;Female;Secondary;0,014636211;4;1
2896;CO;Female;Degree;0,121873625;2;2
2897;DE;Male;Degree;0,747515302;2;1
2898;DE;Male;Post-graduate qualifications;0,926128598;1;1
2899;NG;Female;Further education;0,161981443;3;0
2900;DE;Male;Degree;0,96895935;2;1
2901;NG;Male;Secondary;0,663330074;4;0
2902;CO;Male;Post-graduate qualifications;0,853867403;1;2
2903;CO;Male;Secondary;0,694098112;4;2
2904;CO;Male;Primary;0,739868738;5;2
2905;MY;Male;Further education;0,687620603;3;4
2906;NG;Other;Further education;0,455552007;3;0
2907;MY;Other;Primary;0,534938854;5;4
2908;CO;Female;Degree;0,32817533;2;2
2909;CO;Other;Degree;0,552727214;2;2
2910;EG;Other;None;0,552701704;6;3
2911;NG;Other;Post-graduate qualifications;0,581712115;1;0
2912;EG;Male;Degree;0,72469752;2;3
2913;NG;Male;Degree;0,673416295;2;0
2914;EG;Other;Primary;0,486348516;5;3
2915;DE;Male;Primary;0,664027374;5;1
2916;EG;Female;Further education;0,025694018;3;3
2917;EG;Female;Primary;0,294008922;5;3
2918;MY;Male;Post-graduate qualifications;0,709604525;1;4
2919;DE;Male;None;0,875586121;6;1
2920;EG;Female;Secondary;0,025261722;4;3
2921;EG;Other;Post-graduate qualifications;0,536761072;1;3
2922;DE;Female;Degree;0,305690586;2;1
2923;CO;Other;Degree;0,514448485;2;2
2924;DE;Female;None;0,004426388;6;1
2925;DE;Female;Further education;0,368283446;3;1
2926;CO;Female;Primary;0,367672212;5;2
2927;CO;Male;Further education;0,893404933;3;2
2928;MY;Male;Primary;0,829606164;5;4
2929;NG;Male;Secondary;0,88740776;4;0
2930;CO;Female;Further education;0,317664825;3;2
2931;DE;Other;Degree;0,585096934;2;1
2932;MY;Female;Secondary;0,168105038;4;4
2933;EG;Female;None;0,303000534;6;3
2934;MY;Other;Further education;0,474908688;3;4
2935;EG;Female;None;0,320133475;6;3
2936;CO;Female;None;0,27472459;6;2
2937;DE;Female;Secondary;0,088747679;4;1
2938;DE;Male;None;0,889444272;6;1
2939;MY;Female;Post-graduate qualifications;0,212002949;1;4
2940;CO;Male;Post-graduate qualifications;0,715000869;1;2
2941;MY;Other;None;0,432230945;6;4
2942;EG;Female;Further education;0,118350946;3;3
2943;DE;Female;Post-graduate qualifications;0,048613485;1;1
2944;MY;Other;Further education;0,515539324;3;4
2945;NG;Male;Primary;0,61184305;5;0
2946;EG;Male;Secondary;0,891885563;4;3
2947;NG;Female;Degree;0,158322069;2;0
2948;DE;Other;Primary;0,414389595;5;1
2949;EG;Male;Post-graduate qualifications;0,733976223;1;3
2950;EG;Other;Further education;0,547960122;3;3
2951;CO;Male;Post-graduate qualifications;0,803141721;1;2
2952;DE;Female;Secondary;0,126950924;4;1
2953;DE;Female;Further education;0,238858975;3;1
2954;CO;Female;Post-graduate qualifications;0,266846814;1;2
2955;NG;Female;Degree;0,217408232;2;0
2956;DE;Other;Further education;0,47304757;3;1
2957;CO;Male;Post-graduate qualifications;0,914762003;1;2
2958;MY;Male;Further education;0,647840061;3;4
2959;EG;Female;Post-graduate qualifications;0,383923615;1;3
2960;DE;Male;Degree;0,819736321;2;1
2961;DE;Female;Primary;0,046481946;5;1
2962;MY;Female;Degree;0,076275569;2;4
2963;DE;Female;None;0,073946462;6;1
2964;EG;Female;Further education;0,220505117;3;3
2965;DE;Female;Secondary;0,363053781;4;1
2966;MY;Male;Primary;0,927515724;5;4
2967;DE;Female;Secondary;0,186930265;4;1
2968;MY;Female;Primary;0,213138721;5;4
2969;DE;Male;Secondary;0,987388575;4;1
2970;DE;Female;Further education;0,363969535;3;1
2971;EG;Female;Further education;0,008631296;3;3
2972;CO;Female;Primary;0,15537051;5;2
2973;EG;Female;Degree;0,319549265;2;3
2974;DE;Female;Degree;0,24601691;2;1
2975;NG;Male;Secondary;0,635961212;4;0
2976;DE;Other;Degree;0,580061177;2;1
2977;MY;Male;Degree;0,954904345;2;4
2978;MY;Male;Degree;0,77453188;2;4
2979;EG;Female;Degree;0,14480145;2;3
2980;NG;Female;Primary;0,040417097;5;0
2981;CO;Male;Secondary;0,754174865;4;2
2982;EG;Other;Further education;0,565234077;3;3
2983;NG;Other;Secondary;0,514359002;4;0
2984;DE;Female;Degree;0,181084186;2;1
2985;MY;Female;Primary;0,033591968;5;4
2986;MY;Male;None;0,90371256;6;4
2987;EG;Female;Secondary;0,091653589;4;3
2988;DE;Male;Degree;0,648523984;2;1
2989;EG;Male;Degree;0,890317138;2;3
2990;EG;Female;Degree;0,164143839;2;3
2991;CO;Other;Further education;0,489520429;3;2
2992;EG;Female;Further education;0,250991767;3;3
2993;NG;Male;Further education;0,78869278;3;0
2994;MY;Other;Further education;0,595065676;3;4
2995;MY;Female;Primary;0,293264402;5;4
2996;DE;Male;Primary;0,746753561;5;1
2997;MY;Other;None;0,44199824;6;4
2998;CO;Female;Secondary;0,228555896;4;2
2999;DE;Female;Degree;0,061182043;2;1
3000;DE;Female;Degree;0,296501881;2;1
3001;EG;Male;None;0,738034589;6;3
3002;EG;Male;Further education;0,613422148;3;3
3003;EG;Male;Primary;0,914031378;5;3
3004;EG;Male;Secondary;0,696161562;4;3
3005;NG;Female;Further education;0,292138513;3;0
3006;NG;Male;None;0,613248969;6;0
3007;NG;Female;Degree;0,241892217;2;0
3008;CO;Male;Degree;0,695778446;2;2
3009;CO;Female;Secondary;0,053275881;4;2
3010;EG;Female;Further education;0,080678446;3;3
3011;DE;Female;None;0,351885818;6;1
3012;EG;Female;Primary;0,120040221;5;3
3013;NG;Other;Primary;0,468364617;5;0
3014;MY;Female;None;0,120632602;6;4
3015;MY;Female;Post-graduate qualifications;0,290776091;1;4
3016;NG;Other;Post-graduate qualifications;0,471960923;1;0
3017;DE;Male;None;0,68704194;6;1
3018;DE;Other;Primary;0,579344651;5;1
3019;NG;Female;Secondary;0,008688668;4;0
3020;DE;Male;Primary;0,666371488;5;1
3021;MY;Male;None;0,819481802;6;4
3022;MY;Female;None;0,002919369;6;4
3023;NG;Other;Degree;0,502249806;2;0
3024;DE;Female;None;0,33639873;6;1
3025;NG;Female;Further education;0,246995281;3;0
3026;MY;Female;None;0,356770717;6;4
3027;DE;Male;Further education;0,919021794;3;1
3028;DE;Male;Post-graduate qualifications;0,830653819;1;1
3029;MY;Other;Degree;0,566651499;2;4
3030;EG;Other;Post-graduate qualifications;0,522455275;1;3
3031;NG;Male;Primary;0,909006531;5;0
3032;MY;Female;Degree;0,259726595;2;4
3033;DE;Female;None;0,049805221;6;1
3034;NG;Male;Primary;0,642177799;5;0
3035;NG;Female;Degree;0,325433941;2;0
3036;MY;Other;None;0,562714602;6;4
3037;MY;Female;None;0,296920535;6;4
3038;CO;Female;Degree;0,167802468;2;2
3039;EG;Male;Degree;0,657056941;2;3
3040;NG;Female;None;0,37337899;6;0
3041;MY;Male;Degree;0,71291231;2;4
3042;EG;Male;Degree;0,980423792;2;3
3043;EG;Male;Further education;0,818215468;3;3
3044;CO;Other;None;0,504747891;6;2
3045;EG;Female;Primary;0,343501439;5;3
3046;MY;Male;Degree;0,835348803;2;4
3047;NG;Female;Further education;0,264416284;3;0
3048;NG;Female;Post-graduate qualifications;0,220300487;1;0
3049;DE;Female;Further education;0,019748695;3;1
3050;CO;Male;Post-graduate qualifications;0,85260692;1;2
3051;MY;Other;Post-graduate qualifications;0,441450678;1;4
3052;EG;Other;Primary;0,400255876;5;3
3053;NG;Female;Post-graduate qualifications;0,381631531;1;0
3054;DE;Female;Primary;0,235126783;5;1
3055;MY;Male;Post-graduate qualifications;0,852588308;1;4
3056;CO;Female;Post-graduate qualifications;0,218820212;1;2
3057;EG;Male;Primary;0,928545743;5;3
3058;EG;Other;Secondary;0,508053341;4;3
3059;CO;Female;Primary;0,23241033;5;2
3060;CO;Male;Primary;0,81910038;5;2
3061;NG;Female;Further education;0,239207898;3;0
3062;CO;Female;Primary;0,210885244;5;2
3063;MY;Other;Secondary;0,494793331;4;4
3064;MY;Male;Secondary;0,878787013;4;4
3065;DE;Male;Post-graduate qualifications;0,756858656;1;1
3066;NG;Female;Primary;0,109785358;5;0
3067;NG;Male;Further education;0,910066722;3;0
3068;NG;Male;None;0,663548269;6;0
3069;EG;Male;Primary;0,92629649;5;3
3070;DE;Male;None;0,959772407;6;1
3071;CO;Male;Secondary;0,764440104;4;2
3072;CO;Other;Further education;0,436170331;3;2
3073;EG;Other;Primary;0,583481423;5;3
3074;NG;Other;Degree;0,441710532;2;0
3075;MY;Other;Degree;0,545512733;2;4
3076;MY;Female;Post-graduate qualifications;0,066593299;1;4
3077;DE;Male;Primary;0,911744788;5;1
3078;EG;Male;None;0,71549757;6;3
3079;EG;Male;Further education;0,968790887;3;3
3080;CO;Other;Degree;0,578908924;2;2
3081;EG;Male;None;0,85537899;6;3
3082;MY;Male;Secondary;0,75562958;4;4
3083;CO;Female;Secondary;0,137900704;4;2
3084;CO;Female;Secondary;0,339410702;4;2
3085;EG;Other;Post-graduate qualifications;0,508544519;1;3
3086;MY;Male;Post-graduate qualifications;0,918774438;1;4
3087;EG;Female;Degree;0,277608341;2;3
3088;CO;Other;Secondary;0,40304229;4;2
3089;EG;Female;None;0,03215672;6;3
3090;NG;Female;Degree;0,12570984;2;0
3091;DE;Female;Post-graduate qualifications;0,183886126;1;1
3092;EG;Other;Secondary;0,538175274;4;3
3093;EG;Female;Degree;0,015991914;2;3
3094;EG;Female;Primary;0,126721494;5;3
3095;EG;Male;Secondary;0,622031002;4;3
3096;MY;Female;Degree;0,391593381;2;4
3097;EG;Female;None;0,117712488;6;3
3098;MY;Male;Further education;0,866927574;3;4
3099;CO;Female;None;0,293659967;6;2
3100;NG;Male;Degree;0,924957648;2;0
3101;CO;Other;Degree;0,421949805;2;2
3102;NG;Male;Degree;0,874103389;2;0
3103;CO;Other;Degree;0,596735866;2;2
3104;EG;Female;Secondary;0,186424448;4;3
3105;EG;Female;Primary;0,395677886;5;3
3106;MY;Male;Degree;0,802205742;2;4
3107;MY;Other;None;0,4901654;6;4
3108;DE;Male;Post-graduate qualifications;0,927179411;1;1
3109;NG;Male;None;0,756559512;6;0
3110;DE;Male;Degree;0,846472525;2;1
3111;DE;Female;Further education;0,024663232;3;1
3112;MY;Male;Degree;0,827091148;2;4
3113;CO;Female;Post-graduate qualifications;0,348021189;1;2
3114;CO;Male;None;0,749909203;6;2
3115;NG;Male;None;0,64515669;6;0
3116;CO;Male;Further education;0,706611012;3;2
3117;DE;Male;Secondary;0,607234842;4;1
3118;NG;Female;Post-graduate qualifications;0,166360488;1;0
3119;DE;Female;Primary;0,220898726;5;1
3120;DE;Other;Secondary;0,577924237;4;1
3121;DE;Female;Post-graduate qualifications;0,164789625;1;1
3122;EG;Female;Degree;0,318677134;2;3
3123;DE;Male;Further education;0,619215616;3;1
3124;NG;Male;None;0,808080958;6;0
3125;CO;Other;Primary;0,529009411;5;2
3126;EG;Female;Post-graduate qualifications;0,36755347;1;3
3127;DE;Other;Degree;0,584300016;2;1
3128;CO;Female;Primary;0,375900045;5;2
3129;CO;Male;Secondary;0,708144363;4;2
3130;MY;Male;Secondary;0,749581738;4;4
3131;NG;Male;Primary;0,605048485;5;0
3132;EG;Male;Secondary;0,783113759;4;3
3133;NG;Male;None;0,650507008;6;0
3134;NG;Female;Further education;0,236048687;3;0
3135;EG;Other;Further education;0,521750814;3;3
3136;CO;Male;Degree;0,759264085;2;2
3137;EG;Female;Secondary;0,062643833;4;3
3138;EG;Other;Post-graduate qualifications;0,459933931;1;3
3139;MY;Female;Degree;0,266388902;2;4
3140;NG;Female;Degree;0,076800823;2;0
3141;EG;Male;None;0,629786528;6;3
3142;EG;Other;None;0,539870609;6;3
3143;CO;Female;Post-graduate qualifications;0,259277962;1;2
3144;NG;Male;Primary;0,623222127;5;0
3145;EG;Female;Further education;0,196263545;3;3
3146;MY;Female;Secondary;0,072221146;4;4
3147;CO;Male;Post-graduate qualifications;0,974600298;1;2
3148;EG;Other;Primary;0,479898593;5;3
3149;MY;Other;Secondary;0,407593409;4;4
3150;CO;Male;Secondary;0,981128014;4;2
3151;DE;Female;Secondary;0,098876117;4;1
3152;EG;Male;Further education;0,650229438;3;3
3153;NG;Female;None;0,082615238;6;0
3154;EG;Male;Primary;0,859580576;5;3
3155;MY;Other;Post-graduate qualifications;0,457345165;1;4
3156;DE;Female;Secondary;0,331894936;4;1
3157;NG;Female;Secondary;0,086784178;4;0
3158;MY;Male;Post-graduate qualifications;0,825271965;1;4
3159;EG;Male;Further education;0,839624813;3;3
3160;NG;Male;Further education;0,883347504;3;0
3161;MY;Male;Degree;0,68270178;2;4
3162;CO;Female;Secondary;0,374851813;4;2
3163;MY;Female;None;0,332206778;6;4
3164;EG;Other;Further education;0,490853115;3;3
3165;CO;Other;Post-graduate qualifications;0,422054214;1;2
3166;MY;Male;Secondary;0,902497513;4;4
3167;NG;Female;Primary;0,323192059;5;0
3168;DE;Other;Further education;0,437174335;3;1
3169;CO;Male;Primary;0,696736175;5;2
3170;CO;Female;None;0,366841094;6;2
3171;MY;Female;Degree;0,316096123;2;4
3172;NG;Other;Secondary;0,560805064;4;0
3173;DE;Male;Primary;0,630844483;5;1
3174;MY;Female;Primary;0,012908337;5;4
3175;EG;Female;None;0,060490279;6;3
3176;DE;Male;Secondary;0,939665266;4;1
3177;CO;Other;None;0,413159567;6;2
3178;NG;Other;Further education;0,467385716;3;0
3179;MY;Male;Primary;0,609651319;5;4
3180;CO;Other;None;0,428212762;6;2
3181;DE;Other;Secondary;0,45258515;4;1
3182;CO;Male;None;0,618386655;6;2
3183;CO;Male;Secondary;0,659737912;4;2
3184;EG;Other;None;0,43875916;6;3
3185;CO;Female;Primary;0,137800433;5;2
3186;DE;Other;Secondary;0,530477465;4;1
3187;NG;Male;Secondary;0,801280744;4;0
3188;CO;Other;Post-graduate qualifications;0,52131859;1;2
3189;MY;Female;Degree;0,052489677;2;4
3190;DE;Other;None;0,401372563;6;1
3191;EG;Male;Further education;0,700874892;3;3
3192;CO;Male;None;0,910206579;6;2
3193;EG;Male;Post-graduate qualifications;0,795969348;1;3
3194;NG;Male;Degree;0,791772768;2;0
3195;DE;Male;Secondary;0,716948215;4;1
3196;DE;Male;Primary;0,916295471;5;1
3197;EG;Male;None;0,90834592;6;3
3198;DE;Female;Further education;0,198595062;3;1
3199;DE;Male;Further education;0,666270691;3;1
3200;EG;Female;Degree;0,288193741;2;3
3201;EG;Female;Post-graduate qualifications;0,065778982;1;3
3202;NG;Female;Further education;0,340459367;3;0
3203;DE;Male;Post-graduate qualifications;0,623250422;1;1
3204;EG;Female;Degree;0,299709101;2;3
3205;DE;Other;Secondary;0,518961849;4;1
3206;MY;Female;None;0,335463132;6;4
3207;EG;Male;Post-graduate qualifications;0,867737841;1;3
3208;DE;Male;None;0,647960781;6;1
3209;CO;Male;Further education;0,640188775;3;2
3210;EG;Female;Primary;0,257310801;5;3
3211;NG;Female;None;0,243548318;6;0
3212;MY;Female;Degree;0,224710948;2;4
3213;NG;Other;Post-graduate qualifications;0,448320141;1;0
3214;NG;Other;Secondary;0,507254895;4;0
3215;NG;Female;Secondary;0,091543854;4;0
3216;CO;Other;Degree;0,52725969;2;2
3217;MY;Other;Primary;0,535616742;5;4
3218;MY;Male;Further education;0,948686424;3;4
3219;CO;Female;Further education;0,327326778;3;2
3220;NG;Female;Degree;0,024146066;2;0
3221;CO;Female;Primary;0,189617038;5;2
3222;EG;Male;Secondary;0,628641654;4;3
3223;EG;Other;Primary;0,523874487;5;3
3224;CO;Female;Primary;0,085190003;5;2
3225;NG;Male;Further education;0,858712779;3;0
3226;NG;Female;Post-graduate qualifications;0,001836376;1;0
3227;DE;Male;Further education;0,903969241;3;1
3228;EG;Female;None;0,100303052;6;3
3229;DE;Male;Primary;0,662452849;5;1
3230;EG;Other;Degree;0,432381557;2;3
3231;CO;Female;None;0,238097468;6;2
3232;NG;Male;Post-graduate qualifications;0,61063893;1;0
3233;NG;Male;Degree;0,979300174;2;0
3234;MY;Female;Secondary;0,02928207;4;4
3235;DE;Female;None;0,052612633;6;1
3236;MY;Female;None;0,1733885;6;4
3237;CO;Male;Further education;0,717184979;3;2
3238;CO;Other;Primary;0,582098769;5;2
3239;CO;Female;Further education;0,171300032;3;2
3240;MY;Female;Post-graduate qualifications;0,025762723;1;4
3241;DE;Female;Further education;0,330094539;3;1
3242;EG;Male;Primary;0,945199615;5;3
3243;EG;Other;Further education;0,562061133;3;3
3244;DE;Male;Further education;0,91805305;3;1
3245;NG;Male;Degree;0,770850697;2;0
3246;CO;Male;Post-graduate qualifications;0,895482162;1;2
3247;CO;Male;Post-graduate qualifications;0,615974251;1;2
3248;CO;Male;Primary;0,605902841;5;2
3249;MY;Other;None;0,593435576;6;4
3250;EG;Other;Degree;0,485741262;2;3
3251;NG;Male;Primary;0,68583104;5;0
3252;NG;Female;None;0,294400223;6;0
3253;CO;Other;None;0,452705888;6;2
3254;EG;Female;Degree;0,232845954;2;3
3255;EG;Female;Degree;0,367159574;2;3
3256;NG;Male;None;0,831378183;6;0
3257;EG;Other;Primary;0,567212935;5;3
3258;MY;Female;Post-graduate qualifications;0,384888118;1;4
3259;NG;Female;Secondary;0,075835266;4;0
3260;CO;Female;None;0,049875556;6;2
3261;NG;Male;Further education;0,775001745;3;0
3262;CO;Female;Degree;0,120555566;2;2
3263;EG;Male;Secondary;0,901306396;4;3
3264;NG;Male;Primary;0,866421203;5;0
3265;EG;Other;Further education;0,408808519;3;3
3266;DE;Female;None;0,220332206;6;1
3267;NG;Male;None;0,805385619;6;0
3268;NG;Other;Secondary;0,559520657;4;0
3269;CO;Male;Post-graduate qualifications;0,725614283;1;2
3270;EG;Male;Secondary;0,809828706;4;3
3271;NG;Female;Degree;0,164256999;2;0
3272;NG;Female;Post-graduate qualifications;0,160321378;1;0
3273;MY;Male;Secondary;0,837659839;4;4
3274;NG;Male;Primary;0,613780652;5;0
3275;CO;Male;Secondary;0,618505988;4;2
3276;NG;Female;Primary;0,09223594;5;0
3277;DE;Male;None;0,640458618;6;1
3278;MY;Female;Secondary;0,05763648;4;4
3279;EG;Male;Further education;0,640135699;3;3
3280;EG;Other;Further education;0,477777068;3;3
3281;CO;Female;Degree;0,098945637;2;2
3282;EG;Male;None;0,823266215;6;3
3283;MY;Female;None;0,27489081;6;4
3284;DE;Female;Primary;0,066271843;5;1
3285;DE;Male;Post-graduate qualifications;0,870817447;1;1
3286;NG;Male;None;0,979236153;6;0
3287;NG;Male;Post-graduate qualifications;0,9789058;1;0
3288;MY;Male;Further education;0,784553295;3;4
3289;CO;Male;Primary;0,978300699;5;2
3290;NG;Male;Degree;0,643773898;2;0
3291;NG;Female;Primary;0,333047202;5;0
3292;EG;Male;Post-graduate qualifications;0,734076445;1;3
3293;MY;Male;Secondary;0,92351299;4;4
3294;MY;Female;Degree;0,151461553;2;4
3295;NG;Male;None;0,785507976;6;0
3296;NG;Female;None;0,190837868;6;0
3297;EG;Male;Primary;0,847428975;5;3
3298;DE;Female;None;0,349362842;6;1
3299;CO;Female;None;0,365470422;6;2
3300;CO;Male;Further education;0,779729632;3;2
3301;MY;Female;None;0,079953045;6;4
3302;DE;Female;Further education;0,12584268;3;1
3303;DE;Female;Primary;0,303850787;5;1
3304;CO;Other;Secondary;0,441011808;4;2
3305;NG;Other;Degree;0,520227584;2;0
3306;MY;Male;Secondary;0,718834019;4;4
3307;EG;Male;Degree;0,782241485;2;3
3308;CO;Male;Primary;0,658078978;5;2
3309;NG;Female;None;0,081015933;6;0
3310;DE;Male;Secondary;0,689647616;4;1
3311;EG;Female;Secondary;0,025719016;4;3
3312;MY;Male;Primary;0,710723269;5;4
3313;MY;Other;Post-graduate qualifications;0,441148457;1;4
3314;EG;Male;None;0,714647614;6;3
3315;DE;Female;Secondary;0,099250784;4;1
3316;CO;Female;Secondary;0,041990417;4;2
3317;CO;Male;Secondary;0,629231913;4;2
3318;NG;Female;Degree;0,158413048;2;0
3319;CO;Female;Primary;0,363487758;5;2
3320;MY;Other;None;0,435084937;6;4
3321;NG;Female;Further education;0,194853001;3;0
3322;EG;Female;None;0,088969165;6;3
3323;EG;Female;Secondary;0,376661911;4;3
3324;NG;Other;Primary;0,457793583;5;0
3325;CO;Female;Degree;0,330001748;2;2
3326;MY;Male;Secondary;0,909723285;4;4
